database,db_version,id,speaker,emotion,cmu_a_id,script,sentence_path,duration
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0162,bea,sleepy,0162,"That's the sub-foreman, explained Thorpe.",bea/sleepy/sleepy_0162.wav,4.070113378684807
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0163,bea,sleepy,0163,Philip made no effort to follow.,bea/sleepy/sleepy_0163.wav,2.9900226757369612
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0164,bea,sleepy,0164,"He came first a year ago, and revealed himself to Jeanne.",bea/sleepy/sleepy_0164.wav,5.160136054421769
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0165,bea,sleepy,0165,They are to attack your camp tomorrow night.,bea/sleepy/sleepy_0165.wav,4.570022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0166,bea,sleepy,0166,Two days ago Jeanne learned where her father's men were hiding.,bea/sleepy/sleepy_0166.wav,6.240090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0167,bea,sleepy,0167,"I was near the cabin, and saw you.",bea/sleepy/sleepy_0167.wav,4.520090702947845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0168,bea,sleepy,0168,Low bush whipped him in the face and left no sting.,bea/sleepy/sleepy_0168.wav,4.590068027210885
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0169,bea,sleepy,0169,Suddenly Jeanne stopped for an instant.,bea/sleepy/sleepy_0169.wav,3.510068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0170,bea,sleepy,0170,There was none of the joy of meeting in his face.,bea/sleepy/sleepy_0170.wav,3.060090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0171,bea,sleepy,0171,"And when you come back in a few days, bring Eileen.",bea/sleepy/sleepy_0171.wav,4.120090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0172,bea,sleepy,0172,Gregson had left the outer door slightly ajar.,bea/sleepy/sleepy_0172.wav,4.630022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0173,bea,sleepy,0173,The date was nearly eighteen years old.,bea/sleepy/sleepy_0173.wav,2.8700226757369616
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0174,bea,sleepy,0174,They were the presage of storm.,bea/sleepy/sleepy_0174.wav,2.140090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0175,bea,sleepy,0175,Down there the earth was already swelling with life.,bea/sleepy/sleepy_0175.wav,4.650068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0176,bea,sleepy,0176,For the first time in his life he was yearning for a scrap.,bea/sleepy/sleepy_0176.wav,6.450068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0177,bea,sleepy,0177,She had been thoroughly and efficiently mauled.,bea/sleepy/sleepy_0177.wav,2.920045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0178,bea,sleepy,0178,Every bone in her aged body seemed broken or dislocated.,bea/sleepy/sleepy_0178.wav,6.950022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0179,bea,sleepy,0179,"Tomorrow I'm going after that bear, he said.",bea/sleepy/sleepy_0179.wav,6.010022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0180,bea,sleepy,0180,"If not, let's say our prayers and go to bed.",bea/sleepy/sleepy_0180.wav,2.940090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0181,bea,sleepy,0181,"So cheer up, and give us your paw.",bea/sleepy/sleepy_0181.wav,3.5700226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0182,bea,sleepy,0182,This time he did not yap for mercy.,bea/sleepy/sleepy_0182.wav,2.4100680272108845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0183,bea,sleepy,0183,And the air was growing chilly.,bea/sleepy/sleepy_0183.wav,1.500045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0184,bea,sleepy,0184,"Don't you see, I'm chewing this thing in two.",bea/sleepy/sleepy_0184.wav,4.530068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0185,bea,sleepy,0185,The questions may have come vaguely in his mind.,bea/sleepy/sleepy_0185.wav,2.470068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0186,bea,sleepy,0186,Like a flash he launched himself into the feathered mass of the owl.,bea/sleepy/sleepy_0186.wav,6.830068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0187,bea,sleepy,0187,Ahead of them they saw a glimmer of sunshine.,bea/sleepy/sleepy_0187.wav,3.7500680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0188,bea,sleepy,0188,Two gigantic owls were tearing at the carcass.,bea/sleepy/sleepy_0188.wav,3.8401360544217686
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0189,bea,sleepy,0189,"The big-eyed, clucking moose-birds were most annoying.",bea/sleepy/sleepy_0189.wav,6.040045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0190,bea,sleepy,0190,Next to them the Canada jays were most persistent.,bea/sleepy/sleepy_0190.wav,4.450022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0191,bea,sleepy,0191,For a time the exciting thrill of his adventure was gone.,bea/sleepy/sleepy_0191.wav,7.3100680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0192,bea,sleepy,0192,He did not rush in.,bea/sleepy/sleepy_0192.wav,1.2000907029478458
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0193,bea,sleepy,0193,It was edged with ice.,bea/sleepy/sleepy_0193.wav,1.0500680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0194,bea,sleepy,0194,He drank of the water cautiously.,bea/sleepy/sleepy_0194.wav,1.9700226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0195,bea,sleepy,0195,But a strange thing happened.,bea/sleepy/sleepy_0195.wav,2.2500226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0196,bea,sleepy,0196,He began to follow the footprints of the dog.,bea/sleepy/sleepy_0196.wav,3.1100680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0197,bea,sleepy,0197,"Such a dog the wise driver kills, or turns loose.",bea/sleepy/sleepy_0197.wav,5.650022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0198,bea,sleepy,0198,Sometimes her dreams were filled with visions.,bea/sleepy/sleepy_0198.wav,4.990022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0199,bea,sleepy,0199,Thus had the raw wilderness prepared him for this day.,bea/sleepy/sleepy_0199.wav,6.880090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0200,bea,sleepy,0200,"He leapt again, and the club caught him once more.",bea/sleepy/sleepy_0200.wav,5.710022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0201,bea,sleepy,0201,"He cried, and swung the club wildly.",bea/sleepy/sleepy_0201.wav,3.080045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0202,bea,sleepy,0202,"She turned, fearing that Jacques might see what was in her face.",bea/sleepy/sleepy_0202.wav,4.820045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0203,bea,sleepy,0203,They were following the shore of a lake.,bea/sleepy/sleepy_0203.wav,1.7900680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0204,bea,sleepy,0204,The wolf-dog thrust his gaunt muzzle toward him.,bea/sleepy/sleepy_0204.wav,4.3100226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0205,bea,sleepy,0205,From now on we're pals.,bea/sleepy/sleepy_0205.wav,1.6900680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0206,bea,sleepy,0206,He says he bought him of Jacques Le Beau.,bea/sleepy/sleepy_0206.wav,1.6500226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0207,bea,sleepy,0207,How much was it.,bea/sleepy/sleepy_0207.wav,1.3500680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0208,bea,sleepy,0208,"Youth had come back to her, freed from the yoke of oppression.",bea/sleepy/sleepy_0208.wav,5.530068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0209,bea,sleepy,0209,"It was not a large lake, and almost round.",bea/sleepy/sleepy_0209.wav,5.070022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0210,bea,sleepy,0210,Its diameter was not more than two hundred yards.,bea/sleepy/sleepy_0210.wav,3.100045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0211,bea,sleepy,0211,It drowned all sound that brute agony and death may have made.,bea/sleepy/sleepy_0211.wav,7.290068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0212,bea,sleepy,0212,"Fresh cases, still able to walk, they cluster about the spokesman.",bea/sleepy/sleepy_0212.wav,6.080090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0213,bea,sleepy,0213,Between him and the beach was the cane-grass fence of the compound.,bea/sleepy/sleepy_0213.wav,7.040090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0214,bea,sleepy,0214,"Besides, he was paid one case of tobacco per head.",bea/sleepy/sleepy_0214.wav,5.8500226757369616
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0215,bea,sleepy,0215,They die out of spite.,bea/sleepy/sleepy_0215.wav,2.0300226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0216,bea,sleepy,0216,The other felt a sudden wave of irritation rush through him.,bea/sleepy/sleepy_0216.wav,4.990068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0217,bea,sleepy,0217,"Oppressive as the heat had been, it was now even more oppressive.",bea/sleepy/sleepy_0217.wav,6.690068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0218,bea,sleepy,0218,The ringing of the big bell aroused him.,bea/sleepy/sleepy_0218.wav,3.050068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0219,bea,sleepy,0219,At first he puzzled over something untoward he was sure had happened.,bea/sleepy/sleepy_0219.wav,5.550068027210885
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0220,bea,sleepy,0220,A dead man is of no use on a plantation.,bea/sleepy/sleepy_0220.wav,2.6300680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0221,bea,sleepy,0221,I don't know why you're here at all.,bea/sleepy/sleepy_0221.wav,2.720045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0222,bea,sleepy,0222,What part of the United States is your home.,bea/sleepy/sleepy_0222.wav,4.52
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0223,bea,sleepy,0223,"My, I'm almost homesick for already.",bea/sleepy/sleepy_0223.wav,3.3700226757369616
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0225,bea,sleepy,0225,I was brought up the way most girls in Hawaii are brought up.,bea/sleepy/sleepy_0225.wav,3.520090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0226,bea,sleepy,0226,That came before my A B C's.,bea/sleepy/sleepy_0226.wav,2.7400907029478456
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0227,bea,sleepy,0227,It was the same way with our revolvers and rifles.,bea/sleepy/sleepy_0227.wav,5.270068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0228,bea,sleepy,0228,But it contributed to the smash.,bea/sleepy/sleepy_0228.wav,3.4700226757369617
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0229,bea,sleepy,0229,One I knew was an overseer.,bea/sleepy/sleepy_0229.wav,3.160045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0230,bea,sleepy,0230,Do you know any good land around here.,bea/sleepy/sleepy_0230.wav,2.7100226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0231,bea,sleepy,0231,The Resident Commissioner is away in Australia.,bea/sleepy/sleepy_0231.wav,5.120045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0232,bea,sleepy,0232,"I cannot follow you, she said.",bea/sleepy/sleepy_0232.wav,2.550068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0233,bea,sleepy,0233,I never allow what can't be changed to annoy me.,bea/sleepy/sleepy_0233.wav,3.6100226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0234,bea,sleepy,0234,"Why, the average review is more nauseating than cod liver oil.",bea/sleepy/sleepy_0234.wav,8.420045351473924
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0235,bea,sleepy,0235,His voice was passionately rebellious.,bea/sleepy/sleepy_0235.wav,4.780045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0236,bea,sleepy,0236,Don't you see I hate you.,bea/sleepy/sleepy_0236.wav,1.9100680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0237,bea,sleepy,0237,So Hughie and I did the managing ourselves.,bea/sleepy/sleepy_0237.wav,3.900045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0238,bea,sleepy,0238,It happened to him at the Gallina Society in Oakland one afternoon.,bea/sleepy/sleepy_0238.wav,5.040136054421769
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0239,bea,sleepy,0239,He cried in such genuine dismay that she broke into hearty laughter.,bea/sleepy/sleepy_0239.wav,4.5
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0240,bea,sleepy,0240,Wash your hands of me.,bea/sleepy/sleepy_0240.wav,0.8300680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0241,bea,sleepy,0241,I think it's much nicer to quarrel.,bea/sleepy/sleepy_0241.wav,3.010068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0242,bea,sleepy,0242,I saw it when she rolled.,bea/sleepy/sleepy_0242.wav,2.2300226757369614
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0243,bea,sleepy,0243,I only read the quotations.,bea/sleepy/sleepy_0243.wav,0.7500226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0244,bea,sleepy,0244,He was the soul of devotion to his employers.,bea/sleepy/sleepy_0244.wav,3.920045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0245,bea,sleepy,0245,"Out of his eighteen hundred, he laid aside sixteen hundred each year.",bea/sleepy/sleepy_0245.wav,6.490022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0246,bea,sleepy,0246,You have heard always how he was the lover of the Princess Naomi.,bea/sleepy/sleepy_0246.wav,5.370068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0247,bea,sleepy,0247,They ought to pass here some time today.,bea/sleepy/sleepy_0247.wav,2.7600907029478456
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0248,bea,sleepy,0248,I had been sad too long already.,bea/sleepy/sleepy_0248.wav,3.660090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0249,bea,sleepy,0249,"All eyes, however, were staring at him in certitude of expectancy.",bea/sleepy/sleepy_0249.wav,7.710022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0250,bea,sleepy,0250,He had observed the business life of Hawaii and developed a vaulting ambition.,bea/sleepy/sleepy_0250.wav,6.720090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0251,bea,sleepy,0251,I may manage to freight a cargo back as well.,bea/sleepy/sleepy_0251.wav,4.1400907029478455
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0252,bea,sleepy,0252,O'Brien had been a clean living young man with ideals.,bea/sleepy/sleepy_0252.wav,3.7100680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0253,bea,sleepy,0253,He was that lived to found the family of the Patino.,bea/sleepy/sleepy_0253.wav,5.270068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0254,bea,sleepy,0254,"Straight out they swam, their heads growing smaller and smaller.",bea/sleepy/sleepy_0254.wav,3.980090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0255,bea,sleepy,0255,"You won't die of malnutrition, be sure of that.",bea/sleepy/sleepy_0255.wav,4.280045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0256,bea,sleepy,0256,See the length of the body and that elongated neck.,bea/sleepy/sleepy_0256.wav,3.100090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0257,bea,sleepy,0257,"They are coming ashore, whoever they are.",bea/sleepy/sleepy_0257.wav,4.440090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0258,bea,sleepy,0258,Soaked in seawater they offset the heat rays.,bea/sleepy/sleepy_0258.wav,6.370022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0259,bea,sleepy,0259,Think of investing in such an adventure.,bea/sleepy/sleepy_0259.wav,3.680045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0260,bea,sleepy,0260,"Nobody knew his history, they of the Junta least of all.",bea/sleepy/sleepy_0260.wav,3.9300680272108846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0261,bea,sleepy,0261,I have been doubly baptized.,bea/sleepy/sleepy_0261.wav,4.390022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0262,bea,sleepy,0262,They wouldn't be sweeping a big vessel like the Martha.,bea/sleepy/sleepy_0262.wav,2.8400907029478457
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0263,bea,sleepy,0263,"Joan looked triumphantly at Sheldon, who bowed.",bea/sleepy/sleepy_0263.wav,4.200090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0264,bea,sleepy,0264,"And I hope you've got plenty of chain out, Captain Young.",bea/sleepy/sleepy_0264.wav,5.930022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0265,bea,sleepy,0265,The discovery seemed to have been made on the spur of the moment.,bea/sleepy/sleepy_0265.wav,5.530022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0266,bea,sleepy,0266,"They handle two men already, both grub-thieves.",bea/sleepy/sleepy_0266.wav,2.960090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0267,bea,sleepy,0267,"Eli Harding asked, as Shunk started to follow.",bea/sleepy/sleepy_0267.wav,4.680045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0268,bea,sleepy,0268,Now go ahead and tell me in a straightforward way what has happened.,bea/sleepy/sleepy_0268.wav,5.340090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0269,bea,sleepy,0269,That's where they cut off the Scottish Chiefs and killed all hands.,bea/sleepy/sleepy_0269.wav,2.880045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0270,bea,sleepy,0270,And after the bath a shave would not be bad.,bea/sleepy/sleepy_0270.wav,2.2100680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0271,bea,sleepy,0271,Now please give a plain statement of what occurred.,bea/sleepy/sleepy_0271.wav,3.1300680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0272,bea,sleepy,0272,You can take a vacation on pay.,bea/sleepy/sleepy_0272.wav,2.5500226757369613
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0273,bea,sleepy,0273,They are big trees and require plenty of room.,bea/sleepy/sleepy_0273.wav,5.170068027210885
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0274,bea,sleepy,0274,And Raoul listened again to the tale of the house.,bea/sleepy/sleepy_0274.wav,1.9000453514739228
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0275,bea,sleepy,0275,There are no kiddies and half grown youths among them.,bea/sleepy/sleepy_0275.wav,4.240090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0276,bea,sleepy,0276,Oolong Atoll was one hundred and forty miles in circumference.,bea/sleepy/sleepy_0276.wav,4.240045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0277,bea,sleepy,0277,"McCoy found a stifling, poisonous atmosphere in the pent cabin.",bea/sleepy/sleepy_0277.wav,5.760045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0278,bea,sleepy,0278,It would give me nervous prostration.,bea/sleepy/sleepy_0278.wav,2.8700680272108845
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0279,bea,sleepy,0279,She said with chattering teeth.,bea/sleepy/sleepy_0279.wav,2.140090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0280,bea,sleepy,0280,I'll be out of my head in fifteen minutes.,bea/sleepy/sleepy_0280.wav,2.2100680272108844
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0281,bea,sleepy,0281,I do not blame you for anything; remember that.,bea/sleepy/sleepy_0281.wav,3.2900226757369615
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0282,bea,sleepy,0282,If you mean to insinuate -- Brentwood began hotly.,bea/sleepy/sleepy_0282.wav,4.910022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0283,bea,sleepy,0283,"The woman in you is only incidental, accidental, and irrelevant.",bea/sleepy/sleepy_0283.wav,7.8500226757369616
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0284,bea,sleepy,0284,There was no forecasting this strange girl's processes.,bea/sleepy/sleepy_0284.wav,5.990022675736961
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0285,bea,sleepy,0285,But what they want with your toothbrush is more than I can imagine.,bea/sleepy/sleepy_0285.wav,3.990068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0286,bea,sleepy,0286,Give them their choice between a fine or an official whipping.,bea/sleepy/sleepy_0286.wav,4.510022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0287,bea,sleepy,0287,Keep an eye on him.,bea/sleepy/sleepy_0287.wav,0.09002267573696145
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0288,bea,sleepy,0288,"Those are my oysters, he said at last.",bea/sleepy/sleepy_0288.wav,3.600090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0289,bea,sleepy,0289,"They are not regular oyster pirates, Nicholas continued.",bea/sleepy/sleepy_0289.wav,5.320090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0290,bea,sleepy,0290,One by one the boys were captured.,bea/sleepy/sleepy_0290.wav,2.550068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0291,bea,sleepy,0291,"The weeks had gone by, and no overt acts had been attempted.",bea/sleepy/sleepy_0291.wav,5.710068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0292,bea,sleepy,0292,"Here, in the midmorning, the first casualty occurred.",bea/sleepy/sleepy_0292.wav,5.590068027210885
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0293,bea,sleepy,0293,They were deep in the primeval forest.,bea/sleepy/sleepy_0293.wav,3.540045351473923
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0294,bea,sleepy,0294,He had been foiled in his attempt to escape.,bea/sleepy/sleepy_0294.wav,4.0200453514739225
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0295,bea,sleepy,0295,And twenty men could hold it with spears and arrows.,bea/sleepy/sleepy_0295.wav,2.990068027210884
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0296,bea,sleepy,0296,Bassett was a fastidious man.,bea/sleepy/sleepy_0296.wav,2.010113378684807
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0297,bea,sleepy,0297,There's a big English general right now whose name is Roberts.,bea/sleepy/sleepy_0297.wav,5.580090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0298,bea,sleepy,0298,This tacit promise of continued acquaintance gave Saxon a little joy-thrill.,bea/sleepy/sleepy_0298.wav,8.610022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0299,bea,sleepy,0299,I tell you I am disgusted with this adventure tomfoolery and rot.,bea/sleepy/sleepy_0299.wav,6.050022675736962
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0300,bea,sleepy,0300,From my earliest recollection my sleep was a period of terror.,bea/sleepy/sleepy_0300.wav,5.960090702947846
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0301,bea,sleepy,0301,But all my dreams violated this law.,bea/sleepy/sleepy_0301.wav,1.6300680272108843
EmoV-DB,03_EmoV-DB-sr-22050-trim-fa-vad,bea_sleepy_0302,bea,sleepy,0302,"It is very plausible to such people, a most convincing hypothesis.",bea/sleepy/sleepy_0302.wav,6.6400907029478455
